id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
82	seth d. baum (2022a)	"<table><tr><td>Authors:</td><td>seth d. baum</td></tr><tr><td>Title:</td><td>assessing natural global catastrophic risks</td></tr><tr><td>Source:</td><td>natural hazards, 115(3), 2699-2719</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s11069-022-05660-w	-0.3577	0.0395	3	291	68	1	0.251	2022	1	0.251
83	matt boyd (2018a)	"<table><tr><td>Authors:</td><td>matt boyd; nick wilson</td></tr><tr><td>Title:</td><td>existential risks</td></tr><tr><td>Source:</td><td>policy quarterly, 14(3)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.26686/pq.v14i3.5105	-0.3496	0.0215	3	284	32	1	0.0687	2018	1	0.0687
84	ikedinachi ayodele power wogu (2018)	"<table><tr><td>Authors:</td><td>ikedinachi ayodele power wogu; sanjay misra; patrick agbor assibong; adewole adewumi; robertas damaševičius; rytis maskeliūnas</td></tr><tr><td>Title:</td><td>a critical review of the politics of artificial intelligent machines, alienation and the existential risk threat to america’s labour force</td></tr><tr><td>Source:</td><td>lecture notes in computer science, 217-232</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1007/978-3-319-95171-3_18	-0.5987	-0.1025	15	6	3	12	0.8245	2018	12	0.8245
85	karen asp (2019)	"<table><tr><td>Authors:</td><td>karen asp</td></tr><tr><td>Title:</td><td>autonomy of artificial intelligence, ecology, and existential risk: a critique</td></tr><tr><td>Source:</td><td>social and cultural studies of robots and ai, 63-88</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/978-3-030-21836-2_4	-0.3877	-0.0611	1	271	10	2	0.1737	2019	2	0.1737
86	toby ord (2010)	"<table><tr><td>Authors:</td><td>toby ord; rafaela hillerbrand; anders sandberg</td></tr><tr><td>Title:</td><td>probing the improbable: methodological challenges for risks with low probabilities and high stakes</td></tr><tr><td>Source:</td><td>journal of risk research, 13(2), 191-205</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1080/13669870903126267	-0.3496	0.0096	3	29	20	48	4.0229	2010	48	4.0229
87	maria khristine alvarez (2019)	"<table><tr><td>Authors:</td><td>maria khristine alvarez; kenneth cardenas</td></tr><tr><td>Title:</td><td>evicting slums, ‘building back better’: resiliency revanchism and disaster risk management in manila</td></tr><tr><td>Source:</td><td>international journal of urban and regional research, 43(2), 227-249</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1111/1468-2427.12757	-0.4425	0.0214	2	30	6	55	4.7765	2019	55	4.7765
88	thomas moynihan (2021)	"<table><tr><td>Authors:</td><td>thomas moynihan</td></tr><tr><td>Title:</td><td>the summons of a silent universe: the relationship between existential risk and cosmic silence</td></tr><tr><td>Source:</td><td>astrophysics and space science proceedings, 65-90</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1007/978-3-030-70482-7_6	-0.3347	-0.0158	3	241	19	3	0.3921	2021	3	0.3921
89	silja vöeneky (2018)	"<table><tr><td>Authors:</td><td>silja vöeneky</td></tr><tr><td>Title:</td><td>human rights and legitimate governance of existential and global catastrophic risks</td></tr><tr><td>Source:</td><td>cambridge university press ebooks, 139-162</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1017/9781108355704.007	-0.3747	-0.0075	3	49	11	3	0.2061	2018	3	0.2061
90	james d. miller (2019)	"<table><tr><td>Authors:</td><td>james d. miller</td></tr><tr><td>Title:</td><td>when two existential risks are better than one</td></tr><tr><td>Source:</td><td>foresight, 21(1), 130-137</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1108/fs-04-2018-0038	-0.4213	0.0166	6	2	1	2	0.1737	2019	2	0.1737
92	matthijs m. maas (2022)	"<table><tr><td>Authors:</td><td>matthijs m. maas; kayla matteuci; di cooke</td></tr><tr><td>Title:</td><td>military artificial intelligence as contributor to global catastrophic risk</td></tr><tr><td>Source:</td><td>social science research network</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.2139/ssrn.4115010	-0.3732	-0.0256	1	244	45	1	0.251	2022	1	0.251
93	seth d. baum (2022b)	"<table><tr><td>Authors:</td><td>seth d. baum</td></tr><tr><td>Title:</td><td>the precipice: existential risk and the future of humanity by toby ord. new york: hachette books, 2020.seth d.baum</td></tr><tr><td>Source:</td><td>risk analysis, 42(9), 2122-2124</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1111/risa.13954	-0.3704	0.0142	3	163	12	1	0.251	2022	1	0.251
94	vicky chuqiao yang (2022a)	"<table><tr><td>Authors:</td><td>vicky chuqiao yang; anders sandberg</td></tr><tr><td>Title:</td><td>collective intelligence as infrastructure for reducing broad global catastrophic risks</td></tr><tr><td>Source:</td><td>social science research network</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.2139/ssrn.4101966	-0.4308	0.0061	16	78	17	1	0.251	2022	1	0.251
95	lalitha sundaram (2022)	"<table><tr><td>Authors:</td><td>lalitha sundaram; matthijs m. maas; simon beard</td></tr><tr><td>Title:</td><td>seven questions for existential risk studies</td></tr><tr><td>Source:</td><td>social science research network</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.2139/ssrn.4118618	-0.373	0.0065	3	363	47	2	0.502	2022	2	0.502
97	christine aicardi (2018)	"<table><tr><td>Authors:</td><td>christine aicardi; b. tyr fothergill; stephen rainey; bernd carsten stahl; emma harris</td></tr><tr><td>Title:</td><td>accompanying technology development in the human brain project: from foresight to ethics management</td></tr><tr><td>Source:</td><td>futures, 102, 114-124</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.futures.2018.01.005	-0.4003	-0.03	10	111	8	28	1.9239	2018	28	1.9239
98	simon beard (2020b)	"<table><tr><td>Authors:</td><td>simon beard; thomas d. rowe; james fox</td></tr><tr><td>Title:</td><td>an analysis and evaluation of methods currently used to quantify the likelihood of existential hazards</td></tr><tr><td>Source:</td><td>futures, 115, 102469-102469</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.futures.2019.102469	-0.3561	0.0103	3	287	60	26	1.9562	2020	26	1.9562
99	matt boyd (2023a)	"<table><tr><td>Authors:</td><td>matt boyd; nick wilson</td></tr><tr><td>Title:</td><td>assumptions, uncertainty, and catastrophic/existential risk: national risk assessments need improved methods and stakeholder engagement</td></tr><tr><td>Source:</td><td>risk analysis, 43(12), 2486-2502</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1111/risa.14123	-0.3432	0.026	11	292	16	3	2.3228	2023	3	2.3228
100	milan m. ćirković (2016a)	"<table><tr><td>Authors:</td><td>milan m. ćirković; b. vukotić</td></tr><tr><td>Title:</td><td>long-term prospects: mitigation of supernova and gamma-ray burst threat to intelligent beings</td></tr><tr><td>Source:</td><td>acta astronautica, 129, 438-446</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.actaastro.2016.10.005	-0.351	-0.0048	3	309	36	20	0.9478	2016	20	0.9478
101	simon beard (2020c)	"<table><tr><td>Authors:</td><td>simon beard; thomas d. rowe; james fox</td></tr><tr><td>Title:</td><td>existential risk assessment: a reply to baum</td></tr><tr><td>Source:</td><td>futures, 122, 102606-102606</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.futures.2020.102606	-0.3865	0.0404	12	150	6	1	0.0752	2020	1	0.0752
106	john page (2018)	"<table><tr><td>Authors:</td><td>john page; michael bain; faqihza mukhlish</td></tr><tr><td>Title:</td><td>the risks of low level narrow artificial intelligence</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1109/iisr.2018.8535903	-0.3724	-0.0737	1	3	2	40	2.7484	2018	40	2.7484
107	gregory asmolov (2022)	"<table><tr><td>Authors:</td><td>gregory asmolov</td></tr><tr><td>Title:</td><td>internet regulation and crisis-related resilience: from covid-19 to existential risks</td></tr><tr><td>Source:</td><td>the communication review/the communication review (philadelphia, pa. online), 25(3-4), 235-257</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1080/10714421.2022.2129124	-0.4444	0.0032	6	157	9	1	0.251	2022	1	0.251
108	tom cernev (2022)	"<table><tr><td>Authors:</td><td>tom cernev</td></tr><tr><td>Title:</td><td>global sustainability targets: planetary boundary, global catastrophic risk, and disaster risk reduction considerations</td></tr><tr><td>Source:</td><td>progress in disaster science, 16, 100264-100264</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.pdisas.2022.100264	-0.3817	0.0563	12	182	12	1	0.251	2022	1	0.251
109	piers millett (2017b)	"<table><tr><td>Authors:</td><td>piers millett; andrew snyder‐beattie</td></tr><tr><td>Title:</td><td>human agency and global catastrophic biorisks</td></tr><tr><td>Source:</td><td>health security, 15(4), 335-336</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1089/hs.2017.0044	-0.3637	0.01	3	137	2	25	1.6633	2017	25	1.6633
111	scott mclean (2021)	"<table><tr><td>Authors:</td><td>scott mclean; gemma j. m. read; jason thompson; chris baber; neville a. stanton; paul m. salmon</td></tr><tr><td>Title:</td><td>the risks associated with artificial general intelligence: a systematic review</td></tr><tr><td>Source:</td><td>journal of experimental and theoretical artificial intelligence, 35(5), 649-663</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1080/0952813x.2021.1964003	-0.4437	-0.0931	1	200	19	55	7.1887	2021	55	7.1887
112	joe p. l. davidson (2023a)	"<table><tr><td>Authors:</td><td>joe p. l. davidson</td></tr><tr><td>Title:</td><td>extinctiopolitics: existential risk studies, the extinctiopolitical unconscious, and the billionaires' exodus from earth</td></tr><tr><td>Source:</td><td>new formations, 107(107), 48-65</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.3898/newf:107-8.03.2022	-0.3465	-0.0318	3	6	1	1	0.7743	2023	1	0.7743
113	juan b. garcía martínez (2021a)	"<table><tr><td>Authors:</td><td>juan b. garcía martínez; joseph egbejimba; james throup; silvio matassa; joshua m. pearce; david denkenberger</td></tr><tr><td>Title:</td><td>potential of microbial protein from hydrogen for preventing mass starvation in catastrophic scenarios</td></tr><tr><td>Source:</td><td>sustainable production and consumption, 25, 234-247</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.spc.2020.08.011	-0.2978	0.1116	11	159	31	40	5.2281	2021	40	5.2281
114	philip højme (2019)	"<table><tr><td>Authors:</td><td>philip højme</td></tr><tr><td>Title:</td><td>whose survival? a critical engagement with the notion of existential risk</td></tr><tr><td>Source:</td><td>scientia et fides, 7(2), 63-63</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.12775/setf.2019.016	-0.394	-0.0314	9	189	6	1	0.0868	2019	1	0.0868
115	ezra karger (2022)	"<table><tr><td>Authors:</td><td>ezra karger; pavel atanasov; philip e. tetlock</td></tr><tr><td>Title:</td><td>improving judgments of existential risk: better forecasts, questions, explanations, policies</td></tr><tr><td>Source:</td><td>social science research network</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.2139/ssrn.4001628	-0.3882	0.0078	16	55	22	4	1.0041	2022	4	1.0041
116	joshua w. busby (2020)	"<table><tr><td>Authors:</td><td>joshua w. busby</td></tr><tr><td>Title:</td><td>beyond internal conflict: the emergent practice of climate security</td></tr><tr><td>Source:</td><td>journal of peace research, 58(1), 186-194</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1177/0022343320971019	-0.4477	0.0785	2	29	14	37	2.7838	2020	37	2.7838
117	patrick kaczmarek (2016)	"<table><tr><td>Authors:</td><td>patrick kaczmarek</td></tr><tr><td>Title:</td><td>how much is rule-consequentialism really willing to give up to save the future of humanity?</td></tr><tr><td>Source:</td><td>utilitas, 29(2), 239-249</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1017/s0953820816000352	-0.374	-0.0078	3	166	6	19	0.9004	2016	19	0.9004
119	jonathan b. wiener (2016)	"<table><tr><td>Authors:</td><td>jonathan b. wiener</td></tr><tr><td>Title:</td><td>the tragedy of the uncommons: on the politics of apocalypse</td></tr><tr><td>Source:</td><td>global policy, 7(s1), 67-80</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1111/1758-5899.12319	-0.3849	-0.0044	4	247	40	23	1.0899	2016	23	1.0899
126	konrad szocik (2020a)	"<table><tr><td>Authors:</td><td>konrad szocik</td></tr><tr><td>Title:</td><td>conceptual issues in covid-19 pandemic: an example of global catastrophic risk</td></tr><tr><td>Source:</td><td>cambridge quarterly of healthcare ethics/cq. cambridge quarterly of healthcare ethics, 30(1), 199-202</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1017/s0963180120000687	-0.3716	0.026	3	139	9	1	0.0752	2020	1	0.0752
127	helge berger (2019)	"<table><tr><td>Authors:</td><td>helge berger; giovanni dell’ariccia; maurice obstfeld</td></tr><tr><td>Title:</td><td>revisiting the economic case for fiscal union in the euro area</td></tr><tr><td>Source:</td><td>imf economic review, 67(3), 657-683</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1057/s41308-019-00089-x	1.1307	-0.0379	17	8	21	39	3.387	2019	39	3.387
128	seth d. baum (2017a)	"<table><tr><td>Authors:</td><td>seth d. baum; anthony m. barrett</td></tr><tr><td>Title:</td><td>global catastrophes</td></tr><tr><td>Source:</td><td>routledge ebooks, 174-184</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.4324/9781315557540-16	-0.324	0.0005	3	4	1	5	0.3327	2017	5	0.3327
130	alexey turchin (2017)	"<table><tr><td>Authors:</td><td>alexey turchin; brian patrick green</td></tr><tr><td>Title:</td><td>aquatic refuges for surviving a global catastrophe</td></tr><tr><td>Source:</td><td>futures, 89, 26-37</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.futures.2017.03.010	-0.3568	0.0125	3	220	19	21	1.3972	2017	21	1.3972
131	joshua m. pearce (2019)	"<table><tr><td>Authors:</td><td>joshua m. pearce; maryam khaksari; david denkenberger</td></tr><tr><td>Title:</td><td>preliminary automated determination of edibility of alternative foods: non-targeted screening for toxins in red maple leaf concentrate</td></tr><tr><td>Source:</td><td>plants, 8(5), 110-110</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.3390/plants8050110	-0.3112	0.0805	11	197	39	20	1.7369	2019	20	1.7369
132	david selby (2018)	"<table><tr><td>Authors:</td><td>david selby; fumiyo kagawa</td></tr><tr><td>Title:</td><td>teetering on the brink</td></tr><tr><td>Source:</td><td>journal of transformative education, 16(4), 302-322</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1177/1541344618782441	-0.4359	0.0419	2	59	14	27	1.8552	2018	27	1.8552
133	brian patrick green (2019)	"<table><tr><td>Authors:</td><td>brian patrick green</td></tr><tr><td>Title:</td><td>self-preservation should be humankind’s first ethical priority and therefore rapid space settlement is necessary</td></tr><tr><td>Source:</td><td>futures, 110, 35-37</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.futures.2019.02.006	-0.382	0.0078	3	93	9	17	1.4764	2019	17	1.4764
134	daniel dewey (2016)	"<table><tr><td>Authors:</td><td>daniel dewey</td></tr><tr><td>Title:</td><td>◾ long-term strategies for ending existential risk from fast takeoff</td></tr><tr><td>Source:</td><td>chapman and hall/crc ebooks, 254-277</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1201/b19187-14	-0.3839	-0.0799	1	12	1	2	0.0948	2016	2	0.0948
137	arnold powell (1978)	"<table><tr><td>Authors:</td><td>arnold powell; joseph r. royce</td></tr><tr><td>Title:</td><td>paths to being, life style, and individuality</td></tr><tr><td>Source:</td><td>psychological reports, 42(3), 987-1005</td></tr><tr><td>Year:</td><td>1978</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1978.42.3.987	-0.5008	0.0518	6	3	3	11	1.5	1978	11	1.5
138	kaj sotala (2017a)	"<table><tr><td>Authors:</td><td>kaj sotala; lukas gloor</td></tr><tr><td>Title:</td><td>superintelligence as a cause or cure for risks of astronomical suffering</td></tr><tr><td>Source:</td><td>informatica, 41(4)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"		-0.3896	-0.0417	1	263	24	11	0.7318	2017	11	0.7318
